Case ID,Status_change_to_Being_Approved,Check_order_numbers,Compare_of_sums,Check_cost_center,Get_lowest_approval_level,Approving_on_specific_level,Manual_identification_CC,Manual_enter_the_order_number,Check_whether_the_total_approval,Shift_to_higher_level,Status_change_to_Accounted,Process_end,Status_change_to_Approved,Invoice_accounting_confirmation,Invoice_accounting,x11,x21,x31,x41,x51,x61
979408,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,27936.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979409,2.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,27885.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979410,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,27890.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979411,1.0,0.0,2226.0,1.0,1.0,3.0,-1.0,2.0,94263.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979412,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,27833.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979413,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,27854.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979414,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,27886.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979415,1.0,1.0,0.0,1.0,0.0,4.0,-1.0,-1.0,27884.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979416,1.0,1.0,0.0,1.0,0.0,4.0,-1.0,-1.0,27930.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979417,1.0,0.0,0.0,1.0,0.0,2.0,-1.0,-1.0,27929.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979418,1.0,1.0,0.0,1.0,0.0,3.0,-1.0,-1.0,27925.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979419,2.0,0.0,1.0,0.0,0.0,4.0,-1.0,-1.0,27957.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979420,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,27960.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979421,1.0,2.0,0.0,0.0,1.0,2.0,-1.0,-1.0,27993.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979422,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,28062.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979423,0.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,28093.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979424,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,28133.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979425,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,28141.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979426,1.0,0.0,1835.0,1.0,1.0,3.0,-1.0,2.0,94168.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979427,1.0,0.0,1840.0,1.0,0.0,1.0,-1.0,1.0,94210.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979428,1.0,1.0,0.0,2.0,0.0,2.0,-1.0,-1.0,28111.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979431,1.0,1.0,0.0,2.0,1.0,1.0,-1.0,-1.0,28953.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979432,3.0,1.0,1775.0,0.0,0.0,5.0,-1.0,1.0,94238.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979433,1.0,1.0,1705.0,1.0,0.0,3.0,-1.0,1.0,92334.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979434,1.0,1.0,1709.0,1.0,0.0,2.0,-1.0,1.0,92427.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979435,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,28926.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979436,1.0,1.0,1681.0,0.0,0.0,2.0,-1.0,1.0,92459.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979437,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,28932.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979438,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,-1.0,28967.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979439,1.0,1.0,0.0,1.0,0.0,3.0,-1.0,-1.0,28995.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979440,2.0,1.0,0.0,2.0,0.0,2.0,-1.0,-1.0,28985.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979441,2.0,0.0,1.0,0.0,0.0,3.0,-1.0,-1.0,28998.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979442,1.0,0.0,1.0,0.0,1.0,3.0,-1.0,-1.0,29041.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979443,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,29052.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979444,1.0,1.0,1.0,1.0,0.0,3.0,-1.0,-1.0,29227.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979445,1.0,2.0,0.0,0.0,1.0,1.0,-1.0,-1.0,29269.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979446,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,29283.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979447,0.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,29286.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979448,1.0,1.0,0.0,0.0,0.0,2.0,-1.0,-1.0,29292.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979449,1.0,1.0,0.0,1.0,0.0,3.0,-1.0,-1.0,29443.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979450,1.0,1.0,0.0,0.0,1.0,2.0,-1.0,-1.0,29481.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979451,2.0,0.0,1.0,1.0,1.0,2.0,-1.0,-1.0,29560.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979452,2.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,29593.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979453,2.0,0.0,0.0,1.0,0.0,2.0,-1.0,-1.0,29620.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979454,1.0,1.0,0.0,1.0,1.0,2.0,-1.0,-1.0,29754.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979455,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,29788.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979456,1.0,1.0,918.0,3.0,0.0,2.5,-1.0,1.0,15803.0,0.0,218.0,0.0,1.0,0.0,12232.0,0,1,1,0,1,1
979457,1.0,1.0,932.0,1.0,0.0,3.0,-1.0,1.0,92175.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979458,1.0,0.0,0.0,1.0,0.0,2.0,-1.0,-1.0,29789.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979459,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,29787.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979460,2.0,1.0,851.0,1.0,0.0,2.0,-1.0,1.0,15813.0,0.0,48.0,0.0,1.0,0.0,12398.0,0,1,1,0,1,1
979461,2.0,1.0,853.0,1.0,0.0,3.0,-1.0,2.0,92092.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979462,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,29771.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979463,1.0,1.0,797.0,0.0,1.0,1.5,-1.0,1.0,15807.0,1.0,709.0,1.0,2.0,1.0,90709.0,0,1,1,0,1,1
979464,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,29750.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979465,1.0,1.0,706.0,1.0,0.0,2.0,-1.0,2.0,15808.0,1.0,25.0,1.0,2.0,0.0,90985.0,0,1,1,0,1,1
979466,2.0,0.0,1.0,0.0,1.0,2.0,-1.0,-1.0,29721.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979467,2.0,0.0,0.0,1.0,0.0,3.0,-1.0,-1.0,29719.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979468,1.0,2.0,0.0,1.0,0.0,1.0,-1.0,-1.0,29702.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979471,1.0,1.0,463.0,1.0,0.0,1.5,-1.0,2.0,15807.0,1.0,47.0,1.0,1.0,0.0,91387.0,0,1,1,0,1,1
979472,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,29611.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979476,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,29558.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979479,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,92163.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979480,2.0,1.0,0.0,0.0,0.0,2.0,-1.0,-1.0,92161.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979484,2.0,1.0,12050.0,1.0,0.0,3.0,-1.0,2.0,2536.0,-1.0,23.0,0.0,2.0,1.0,601843.0,0,1,1,1,0,1
979487,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,92087.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979489,2.0,0.0,0.0,1.0,0.0,2.0,-1.0,-1.0,92297.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979490,1.0,0.0,0.0,1.0,1.0,2.0,-1.0,-1.0,92537.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979491,0.0,1.0,0.0,1.0,1.0,2.0,-1.0,-1.0,94304.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979492,1.0,1.0,0.0,1.0,0.0,3.0,-1.0,-1.0,94311.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979494,2.0,0.0,1.0,0.0,1.0,2.0,-1.0,-1.0,94317.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979495,1.0,0.0,1.0,0.0,0.0,3.0,-1.0,-1.0,94343.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979496,1.0,1.0,0.0,1.0,0.0,4.0,-1.0,-1.0,94667.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979498,2.0,0.0,10235.0,1.0,0.0,2.0,-1.0,3.0,92486.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979499,2.0,1.0,10238.0,0.0,0.0,2.0,-1.0,1.0,92583.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979500,1.0,0.0,1.0,1.0,0.0,2.0,-1.0,-1.0,94670.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979504,1.0,0.0,10017.0,1.0,0.0,2.0,-1.0,2.0,35704.5,1.0,22.0,1.0,2.0,1.0,1391132.0,0,1,1,0,1,1
979505,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,94544.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979506,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,-1.0,94703.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979508,0.0,1.0,9954.0,1.0,0.0,2.0,-1.0,1.0,92702.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979510,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,94954.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979511,1.0,1.0,9894.0,1.0,0.0,1.5,-1.0,1.0,4113.0,0.0,84502.0,0.0,1.0,1.0,873610.0,0,1,1,0,1,1
979512,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,96318.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979516,1.0,1.0,0.0,1.0,1.0,4.0,-1.0,-1.0,96359.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979519,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,-1.0,96471.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979521,1.0,1.0,0.0,2.0,0.0,3.0,-1.0,-1.0,96520.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979524,2.0,1.0,1.0,0.0,1.0,2.0,-1.0,-1.0,96544.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979529,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,-1.0,96508.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979531,2.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,96678.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979537,3.0,1.0,0.0,0.0,1.0,4.0,-1.0,-1.0,192375.0,-1.0,3.0,2.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979539,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,-1.0,96894.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979540,2.0,0.0,8965.0,1.0,0.0,2.0,-1.0,1.0,47175.5,0.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,0,1,0
979541,1.0,0.0,7860.0,1.0,0.0,2.0,-1.0,2.0,143666.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,0,1,0
979543,1.0,0.0,7801.0,1.0,0.0,1.5,-1.0,1.0,47020.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,0,1,0
979545,1.0,1.0,7713.0,1.0,0.0,2.5,-1.0,1.0,47128.5,0.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,0,1,0
979546,0.0,1.0,7656.0,1.0,0.0,3.0,-1.0,1.0,1037339.5,0.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,0,1,0
979547,0.0,1.0,7568.0,1.0,0.0,2.5,-1.0,2.0,178298.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,0,1,0
979548,1.0,0.0,7447.0,1.0,0.0,2.0,-1.0,1.0,47176.5,1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,0,1,0
979549,1.0,0.0,7390.0,1.0,0.0,2.5,-1.0,1.0,47296.5,0.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,0,1,0
979550,1.0,0.0,7364.0,0.0,1.0,2.0,-1.0,1.0,47422.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,0,1,0
979552,1.0,3.0,0.0,1.0,0.0,2.0,-1.0,-1.0,96357.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979573,2.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,87852.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979595,7.0,1.0,4099.0,1.0,0.0,2.0,-1.0,1.0,47618.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,0,1,0
979596,2.0,0.0,4016.0,1.0,0.0,3.0,-1.0,1.0,93398.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979615,2.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,1.0,4.0,0.0,199531.0,1,0,-1,-1,-1,1
979618,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,0.0,3.0,1.0,174627.0,1,0,-1,-1,-1,1
979632,2.0,2.0,0.0,2.0,0.0,4.0,-1.0,-1.0,186090.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979638,2.0,1.0,1449.0,1.0,0.0,4.5,-1.0,3.0,398634.5,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,0,1,0
979640,2.0,2.0,1363.0,0.0,1.0,2.5,-1.0,1.0,143891.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,0,1,0
979721,7.0,2.0,494.0,0.0,0.0,2.0,-1.0,2.0,88291.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979722,1.0,0.0,402.0,1.0,0.0,2.0,-1.0,2.0,87313.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979723,1.0,1.0,363.0,0.0,0.0,2.0,-1.0,1.0,87715.66666666667,0.5,1009.0,0.0,4.0,0.0,1102285.0,0,1,1,0,1,1
979724,2.0,1.0,318.0,0.0,1.0,1.0,-1.0,2.0,87723.66666666667,0.5,889.0,0.0,2.0,1.0,1102422.0,0,1,1,0,1,1
979725,2.0,1.0,355.0,1.0,0.0,1.0,-1.0,1.0,87714.66666666667,0.5,721.0,1.0,3.0,0.0,1102611.0,0,1,1,0,1,1
979726,1.0,0.0,283.0,1.0,0.0,1.3333333333333333,-1.0,1.0,87732.0,0.5,889.0,1.0,5.0,1.0,1102743.0,0,1,1,0,1,1
979727,2.0,1.0,273.0,1.0,0.0,1.3333333333333333,-1.0,1.0,87728.0,0.5,442.0,1.0,2.0,1.0,1103215.0,0,1,1,0,1,1
979753,3.0,1.0,1399.0,1.0,0.0,4.0,-1.0,1.0,82582.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979760,2.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,82881.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979761,1.0,1.0,342.0,1.0,0.0,3.0,-1.0,1.0,67656.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979784,5.0,1.0,5679.0,4.0,0.0,3.0,-1.0,1.0,69733.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979785,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,75072.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979786,1.0,1.0,9400.0,1.0,0.0,3.0,-1.0,1.0,65901.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979787,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,75302.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979788,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,75215.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979789,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,75109.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979790,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,75345.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979791,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,75788.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979792,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,75759.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
979793,6.0,1.0,27558.0,1.0,0.0,1.0,-1.0,2.0,549.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979794,1.0,1.0,27538.0,1.0,0.0,1.0,-1.0,2.0,189790.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979795,2.0,0.0,27541.0,1.0,0.0,1.0,-1.0,2.0,830.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979796,0.0,2.0,27514.0,1.0,0.0,2.0,-1.0,2.0,845.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979797,2.0,0.0,27542.0,0.0,0.0,2.0,-1.0,1.0,837.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979798,1.0,1.0,27422.0,0.0,1.0,2.0,-1.0,1.0,849.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979799,1.0,0.0,27396.0,1.0,0.0,2.0,-1.0,1.0,859.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979800,1.0,0.0,27369.0,1.0,0.0,2.0,-1.0,1.0,872.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979801,1.0,0.0,27342.0,1.0,0.0,2.0,-1.0,1.0,883.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979802,1.0,0.0,27321.0,1.0,0.0,1.0,-1.0,1.0,898.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979803,1.0,0.0,27294.0,1.0,0.0,3.0,-1.0,2.0,905.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979804,1.0,1.0,27297.0,1.0,0.0,3.0,-1.0,1.0,918.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979805,1.0,0.0,27271.0,1.0,1.0,2.0,-1.0,1.0,930.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979806,1.0,0.0,27246.0,1.0,0.0,2.0,-1.0,1.0,941.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979807,1.0,0.0,27220.0,0.0,1.0,3.0,-1.0,1.0,953.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979808,0.0,1.0,27193.0,1.0,0.0,3.0,-1.0,1.0,967.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979809,1.0,0.0,27172.0,0.0,1.0,1.0,-1.0,1.0,975.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979810,1.0,1.0,27174.0,1.0,0.0,2.0,-1.0,0.0,986.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979811,0.0,1.0,27148.0,1.0,0.0,2.0,-1.0,1.0,994.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979812,1.0,1.0,27121.0,1.0,0.0,2.0,-1.0,1.0,1002.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979813,1.0,1.0,27033.0,1.0,0.0,3.0,-1.0,1.0,1020.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979814,1.0,0.0,26978.0,1.0,0.0,2.0,-1.0,1.0,1112.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979815,1.0,0.0,26954.0,0.0,1.0,2.0,-1.0,1.0,1133.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979816,0.0,1.0,26959.0,0.0,1.0,1.0,-1.0,1.0,1115.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979817,1.0,1.0,26932.0,1.0,0.0,1.0,-1.0,1.0,1126.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979818,1.0,1.0,26906.0,1.0,0.0,3.0,-1.0,1.0,1132.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979819,1.0,1.0,26880.0,2.0,0.0,2.0,-1.0,1.0,2316.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979820,1.0,0.0,26853.0,1.0,0.0,1.0,-1.0,1.0,2376.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979822,1.0,1.0,26829.0,1.0,1.0,2.0,-1.0,1.0,2457.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979823,1.0,0.0,26865.0,0.0,1.0,2.0,-1.0,1.0,2465.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979824,1.0,1.0,26839.0,1.0,0.0,2.0,-1.0,1.0,2516.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979825,1.0,1.0,26813.0,1.0,1.0,1.0,-1.0,1.0,1078.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
979826,1.0,1.0,7425.0,2.0,0.0,3.0,-1.0,1.0,112448.0,-1.0,11.0,2.0,3.0,1.0,589480.0,0,1,1,1,0,1
979827,1.0,1.0,7400.0,2.0,0.0,2.0,-1.0,2.0,112464.0,-1.0,15.0,2.0,2.0,0.0,589544.0,0,1,1,1,0,1
979828,1.0,0.0,7376.0,1.0,0.0,1.0,-1.0,1.0,112482.0,-1.0,13.0,1.0,6.0,1.0,589616.0,0,1,1,1,0,1
979830,1.0,0.0,7335.0,1.0,0.0,1.0,-1.0,2.0,112554.0,-1.0,14.0,1.0,1.0,1.0,589663.0,0,1,1,1,0,1
979831,1.0,0.0,7309.0,1.0,0.0,1.0,-1.0,1.0,112576.0,-1.0,12.0,1.0,1.0,1.0,589809.0,0,1,1,1,0,1
979832,1.0,0.0,7283.0,1.0,0.0,1.0,-1.0,1.0,112595.0,-1.0,15.0,1.0,2.0,1.0,590069.0,0,1,1,1,0,1
979833,0.0,1.0,7259.0,1.0,0.0,2.0,-1.0,1.0,112612.0,-1.0,20.0,0.0,3.0,1.0,590161.0,0,1,1,1,0,1
979834,0.0,1.0,7234.0,0.0,1.0,1.0,-1.0,1.0,112632.0,-1.0,16.0,1.0,1.0,0.0,590303.0,0,1,1,1,0,1
979835,1.0,1.0,7207.0,1.0,0.0,1.0,-1.0,1.0,112651.0,-1.0,12.0,1.0,2.0,2.0,590430.0,0,1,1,1,0,1
